日期,股票代码,名称,收盘价,涨跌额,涨跌幅,成交量,成交金额
2012/2/2,'000001,上证指数,2312.556,44.476,1.961,63471872,57682360382
2012/2/3,'000001,上证指数,2330.405,17.849,0.7718,78943697,70249339901
2012/2/6,'000001,上证指数,2331.136,0.731,0.0314,75734477,67305626604
2012/2/7,'000001,上证指数,2291.902,-39.234,-1.683,67326906,58091080366
2012/2/8,'000001,上证指数,2347.53,55.628,2.4272,87114528,80885696801
2012/2/9,'000001,上证指数,2349.589,2.059,0.0877,98032325,89658695587
2012/2/10,'000001,上证指数,2351.981,2.392,0.1018,96501619,82222468070
2012/2/13,'000001,上证指数,2351.855,-0.126,-0.0054,86263585,77715389643
2012/2/14,'000001,上证指数,2344.771,-7.084,-0.3012,73130413,66294933778
2012/2/15,'000001,上证指数,2366.702,21.931,0.9353,98861021,87632869277
2012/2/16,'000001,上证指数,2356.86,-9.842,-0.4159,95051169,83758449953
2012/2/17,'000001,上证指数,2357.181,0.321,0.0136,71924839,65121696783
2012/2/20,'000001,上证指数,2363.597,6.416,0.2722,88911586,82306945828
2012/2/21,'000001,上证指数,2381.43,17.833,0.7545,79348669,74538521268
2012/2/22,'000001,上证指数,2403.587,22.157,0.9304,118684269,1.09E+11
2012/2/23,'000001,上证指数,2409.554,5.967,0.2483,112553593,1.05E+11
2012/2/24,'000001,上证指数,2439.628,30.074,1.2481,134903249,1.22E+11
2012/2/27,'000001,上证指数,2447.057,7.429,0.3045,158073244,1.45E+11
2012/2/28,'000001,上证指数,2451.857,4.8,0.1962,118361993,1.07E+11
2012/2/29,'000001,上证指数,2428.487,-23.37,-0.9532,95536952,91908381829
2012/3/1,'000001,上证指数,2426.115,-2.372,-0.0977,75083289,71067886558
2012/3/2,'000001,上证指数,2460.693,34.578,1.4252,103228378,96453866915
2012/3/5,'000001,上证指数,2445.002,-15.691,-0.6377,112693326,1.08E+11
2012/3/6,'000001,上证指数,2410.445,-34.557,-1.4134,103709012,1.01E+11
2012/3/7,'000001,上证指数,2394.794,-15.651,-0.6493,94790636,91730684728
2012/3/8,'000001,上证指数,2420.276,25.482,1.0641,96782134,93410826914
2012/3/9,'000001,上证指数,2439.462,19.186,0.7927,100624055,1.00E+11
2012/3/12,'000001,上证指数,2434.859,-4.603,-0.1887,106223059,1.08E+11
2012/3/13,'000001,上证指数,2455.795,20.936,0.8598,104649712,1.03E+11
2012/3/14,'000001,上证指数,2391.23,-64.565,-2.6291,179786029,1.71E+11
2012/3/15,'000001,上证指数,2373.774,-17.456,-0.73,120025499,1.12E+11
2012/3/16,'000001,上证指数,2404.736,30.962,1.3043,103675622,1.02E+11
2012/3/19,'000001,上证指数,2410.184,5.448,0.2266,102153490,1.03E+11
2012/3/20,'000001,上证指数,2376.839,-33.345,-1.3835,97903935,94620915242
2012/3/21,'000001,上证指数,2378.195,1.356,0.0571,95686538,94949639342
2012/3/22,'000001,上证指数,2375.772,-2.423,-0.1019,79348880,76900869341
2012/3/23,'000001,上证指数,2349.539,-26.233,-1.1042,76862139,74138712972
2012/3/26,'000001,上证指数,2350.599,1.06,0.0451,55427733,54051832906
2012/3/27,'000001,上证指数,2347.179,-3.42,-0.1455,60881116,65159971554
2012/3/28,'000001,上证指数,2284.881,-62.298,-2.6542,83645283,78231139045
2012/3/29,'000001,上证指数,2252.16,-32.721,-1.4321,74248084,68018095501
2012/3/30,'000001,上证指数,2262.788,10.628,0.4719,62024147,55962029859
2012/4/5,'000001,上证指数,2302.241,39.453,1.7436,80101456,74602339783
2012/4/6,'000001,上证指数,2306.553,4.312,0.1873,72136521,68863352285
2012/4/9,'000001,上证指数,2285.777,-20.776,-0.9007,59760639,55129724461
2012/4/10,'000001,上证指数,2305.863,20.086,0.8787,67345526,63133960653
2012/4/11,'000001,上证指数,2308.925,3.062,0.1328,75130070,67516502992
2012/4/12,'000001,上证指数,2350.864,41.939,1.8164,97687895,87315827000
2012/4/13,'000001,上证指数,2359.161,8.297,0.3529,98774414,92321434038
2012/4/16,'000001,上证指数,2357.026,-2.135,-0.0905,85322682,73752833490
2012/4/17,'000001,上证指数,2334.985,-22.041,-0.9351,84688445,72470714424
2012/4/18,'000001,上证指数,2380.848,45.863,1.9642,108612544,93123038358
2012/4/19,'000001,上证指数,2378.634,-2.214,-0.093,94272421,89960919583
2012/4/20,'000001,上证指数,2406.863,28.229,1.1868,115522062,1.02E+11
2012/4/23,'000001,上证指数,2388.588,-18.275,-0.7593,122907558,1.09E+11
2012/4/24,'000001,上证指数,2388.834,0.246,0.0103,133722354,1.17E+11
2012/4/25,'000001,上证指数,2406.813,17.979,0.7526,130972867,1.13E+11
2012/4/26,'000001,上证指数,2404.697,-2.116,-0.0879,115529587,1.05E+11
2012/4/27,'000001,上证指数,2396.316,-8.381,-0.3485,91228350,84016072396
2012/5/2,'000001,上证指数,2438.436,42.12,1.7577,128006006,1.24E+11
2012/5/3,'000001,上证指数,2440.08,1.644,0.0674,102248493,1.02E+11
2012/5/4,'000001,上证指数,2452.014,11.934,0.4891,102204871,1.02E+11
2012/5/7,'000001,上证指数,2451.947,-0.067,-0.0027,108830107,1.11E+11
2012/5/8,'000001,上证指数,2448.884,-3.063,-0.1249,104855537,1.05E+11
2012/5/9,'000001,上证指数,2408.587,-40.297,-1.6455,97902212,99521226356
2012/5/10,'000001,上证指数,2410.23,1.643,0.0682,81698471,81054861426
2012/5/11,'000001,上证指数,2394.983,-15.247,-0.6326,74863995,75815758028
2012/5/14,'000001,上证指数,2380.725,-14.258,-0.5953,90526339,89364340585
2012/5/15,'000001,上证指数,2374.843,-5.882,-0.2471,77922916,77334728771
2012/5/16,'000001,上证指数,2346.192,-28.651,-1.2064,76733829,74181725328
2012/5/17,'000001,上证指数,2378.886,32.694,1.3935,86870030,81458439849
2012/5/18,'000001,上证指数,2344.52,-34.366,-1.4446,89689419,78956446671
2012/5/21,'000001,上证指数,2348.3,3.78,0.1612,74840341,70052964572
2012/5/22,'000001,上证指数,2373.307,25.007,1.0649,76779780,75374527235
2012/5/23,'000001,上证指数,2363.437,-9.87,-0.4159,84216580,84886660758
2012/5/24,'000001,上证指数,2350.973,-12.464,-0.5274,79206805,76840602473
2012/5/25,'000001,上证指数,2333.553,-17.42,-0.741,74019252,68024547810
2012/5/28,'000001,上证指数,2361.367,27.814,1.1919,94962105,86735892422
2012/5/29,'000001,上证指数,2389.636,28.269,1.1971,117157725,1.11E+11
2012/5/30,'000001,上证指数,2384.668,-4.968,-0.2079,89809793,84828401300
2012/5/31,'000001,上证指数,2372.234,-12.434,-0.5214,77890228,75383460178
2012/6/1,'000001,上证指数,2373.436,1.202,0.0507,77021923,77078144800
2012/6/4,'000001,上证指数,2308.55,-64.886,-2.7338,90179347,86903299584
2012/6/5,'000001,上证指数,2311.916,3.366,0.1458,66078528,64099737588
2012/6/6,'000001,上证指数,2309.555,-2.361,-0.1021,58532028,58562081283
2012/6/7,'000001,上证指数,2293.13,-16.425,-0.7112,60232048,59646400379
2012/6/8,'000001,上证指数,2281.447,-11.683,-0.5095,67924641,63755911203
2012/6/11,'000001,上证指数,2305.856,24.409,1.0699,64197967,60177220468
2012/6/12,'000001,上证指数,2289.791,-16.065,-0.6967,59941982,55298586708
2012/6/13,'000001,上证指数,2318.924,29.133,1.2723,78454349,73945581880
2012/6/14,'000001,上证指数,2295.946,-22.978,-0.9909,71633722,68928753615
2012/6/15,'000001,上证指数,2306.85,10.904,0.4749,68687579,67855914889
2012/6/18,'000001,上证指数,2316.052,9.202,0.3989,60594622,60309396127
2012/6/19,'000001,上证指数,2300.795,-15.257,-0.6588,60135905,57869602291
2012/6/20,'000001,上证指数,2292.877,-7.918,-0.3441,54103955,50568121867
2012/6/21,'000001,上证指数,2260.877,-32,-1.3956,58992012,54696856218
2012/6/25,'000001,上证指数,2224.114,-36.763,-1.6261,59768952,54809336014
2012/6/26,'000001,上证指数,2222.067,-2.047,-0.092,52940798,47281397826
2012/6/27,'000001,上证指数,2216.934,-5.133,-0.231,51049128,45220313771
2012/6/28,'000001,上证指数,2195.843,-21.091,-0.9514,54182183,50299744713
2012/6/29,'000001,上证指数,2225.431,29.588,1.3475,61441886,55964660552
2012/7/2,'000001,上证指数,2226.11,0.679,0.0305,62196207,60638957821
2012/7/3,'000001,上证指数,2229.193,3.083,0.1385,62703021,60441034732
2012/7/4,'000001,上证指数,2227.315,-1.878,-0.0842,55273656,52367380262
2012/7/5,'000001,上证指数,2201.353,-25.962,-1.1656,57967934,52088149213
2012/7/6,'000001,上证指数,2223.579,22.226,1.0097,76557917,70766413523
2012/7/9,'000001,上证指数,2170.814,-52.765,-2.373,75111472,69313222932
2012/7/10,'000001,上证指数,2164.437,-6.377,-0.2938,58993972,53225562146
2012/7/11,'000001,上证指数,2175.383,10.946,0.5057,58614472,53413031939
2012/7/12,'000001,上证指数,2185.491,10.108,0.4647,82133762,79627358213
2012/7/13,'000001,上证指数,2185.895,0.404,0.0185,57546838,56114765517
2012/7/16,'000001,上证指数,2147.955,-37.94,-1.7357,67487681,62714719943
2012/7/17,'000001,上证指数,2161.186,13.231,0.616,55184408,52050624697
2012/7/18,'000001,上证指数,2169.099,7.913,0.3661,66552659,59282117140
2012/7/19,'000001,上证指数,2184.841,15.742,0.7257,79338049,68350742556
2012/7/20,'000001,上证指数,2168.638,-16.203,-0.7416,64346672,54549966992
2012/7/23,'000001,上证指数,2141.402,-27.236,-1.2559,55677081,47984498101
2012/7/24,'000001,上证指数,2146.589,5.187,0.2422,54411286,46650467118
2012/7/25,'000001,上证指数,2136.151,-10.438,-0.4863,48575894,41112394801
2012/7/26,'000001,上证指数,2126.004,-10.147,-0.475,52884076,44906166094
2012/7/27,'000001,上证指数,2128.765,2.761,0.1299,52076920,46680223948
2012/7/30,'000001,上证指数,2109.914,-18.851,-0.8855,51992383,42406106639
2012/7/31,'000001,上证指数,2103.634,-6.28,-0.2976,53456097,43470814409
2012/8/1,'000001,上证指数,2123.36,19.726,0.9377,53804602,44407565240
2012/8/2,'000001,上证指数,2111.182,-12.178,-0.5735,53467539,41781302309
2012/8/3,'000001,上证指数,2132.796,21.614,1.0238,53371329,43755341373
2012/8/6,'000001,上证指数,2154.916,22.12,1.0371,71843204,61162418837
2012/8/7,'000001,上证指数,2157.62,2.704,0.1255,75049798,61939172451
2012/8/8,'000001,上证指数,2160.99,3.37,0.1562,72869536,62324848205
2012/8/9,'000001,上证指数,2174.102,13.112,0.6068,72529246,65269645651
2012/8/10,'000001,上证指数,2168.814,-5.288,-0.2432,68368559,60929040657
2012/8/13,'000001,上证指数,2136.078,-32.736,-1.5094,71352322,63097889074
2012/8/14,'000001,上证指数,2142.525,6.447,0.3018,67571589,59676955655
2012/8/15,'000001,上证指数,2118.945,-23.58,-1.1006,54609394,45974551736
2012/8/16,'000001,上证指数,2112.197,-6.748,-0.3185,45173009,38983892616
2012/8/17,'000001,上证指数,2114.891,2.694,0.1275,44390634,39157482604
2012/8/20,'000001,上证指数,2106.957,-7.934,-0.3751,46717499,39258125490
2012/8/21,'000001,上证指数,2118.268,11.311,0.5368,60756505,51476983797
2012/8/22,'000001,上证指数,2107.711,-10.557,-0.4984,58441412,48951230033
2012/8/23,'000001,上证指数,2113.072,5.361,0.2544,58472299,50332396315
2012/8/24,'000001,上证指数,2092.104,-20.968,-0.9923,60178948,49673673016
2012/8/27,'000001,上证指数,2055.708,-36.396,-1.7397,60314833,47863250945
2012/8/28,'000001,上证指数,2073.154,17.446,0.8487,54422104,42097864049
2012/8/29,'000001,上证指数,2053.235,-19.919,-0.9608,52209808,41622140056
2012/8/30,'000001,上证指数,2052.585,-0.65,-0.0317,61963792,50764221756
2012/8/31,'000001,上证指数,2047.522,-5.063,-0.2467,46143904,35269787928
2012/9/3,'000001,上证指数,2059.147,11.625,0.5678,60635498,47911475436
2012/9/4,'000001,上证指数,2043.649,-15.498,-0.7526,57462184,47574484927
2012/9/5,'000001,上证指数,2037.681,-5.968,-0.292,57649803,44886467552
2012/9/6,'000001,上证指数,2051.918,14.237,0.6987,56091817,42728537035
2012/9/7,'000001,上证指数,2127.762,75.844,3.6962,139932624,1.11E+11
2012/9/10,'000001,上证指数,2134.893,7.131,0.3351,103580026,86110737817
2012/9/11,'000001,上证指数,2120.554,-14.339,-0.6716,80426638,65762864356
2012/9/12,'000001,上证指数,2126.554,6,0.2829,84114742,69157408695
2012/9/13,'000001,上证指数,2110.379,-16.175,-0.7606,79044972,64590831355
2012/9/14,'000001,上证指数,2123.847,13.468,0.6382,91248271,76179406828
2012/9/17,'000001,上证指数,2078.5,-45.347,-2.1351,76392233,62461134375
2012/9/18,'000001,上证指数,2059.543,-18.957,-0.9121,53794850,43632379817
2012/9/19,'000001,上证指数,2067.831,8.288,0.4024,52243629,43550876130
2012/9/20,'000001,上证指数,2024.837,-42.994,-2.0792,67482659,53959071020
2012/9/21,'000001,上证指数,2026.69,1.853,0.0915,60289456,47695123366
2012/9/24,'000001,上证指数,2033.192,6.502,0.3208,57637779,45575601287
2012/9/25,'000001,上证指数,2029.293,-3.899,-0.1918,48219408,38445162494
2012/9/26,'000001,上证指数,2004.172,-25.121,-1.2379,50400828,38415066392
2012/9/27,'000001,上证指数,2056.323,52.151,2.6021,76691457,60338935875
2012/9/28,'000001,上证指数,2086.169,29.846,1.4514,79448952,64802323507
2012/10/8,'000001,上证指数,2074.419,-11.75,-0.5632,55131612,44793732470
2012/10/9,'000001,上证指数,2115.23,40.811,1.9673,84563788,67520373269
2012/10/10,'000001,上证指数,2119.942,4.712,0.2228,78912035,60531573749
2012/10/11,'000001,上证指数,2102.868,-17.074,-0.8054,74497029,56744435900
2012/10/12,'000001,上证指数,2104.932,2.064,0.0982,68262972,51434044796
2012/10/15,'000001,上证指数,2098.703,-6.229,-0.2959,53940751,42308632843
2012/10/16,'000001,上证指数,2098.808,0.105,0.005,57818438,47242197205
2012/10/17,'000001,上证指数,2105.618,6.81,0.3245,59874065,47070596465
2012/10/18,'000001,上证指数,2131.688,26.07,1.2381,87191092,65711759568
2012/10/19,'000001,上证指数,2128.302,-3.386,-0.1588,67641279,50605600280
2012/10/22,'000001,上证指数,2132.758,4.456,0.2094,60117222,47534435094
2012/10/23,'000001,上证指数,2114.447,-18.311,-0.8586,72683806,54013091665
2012/10/24,'000001,上证指数,2115.99,1.543,0.073,72886618,49728088898
2012/10/25,'000001,上证指数,2101.58,-14.41,-0.681,85393109,55690216572
2012/10/26,'000001,上证指数,2066.209,-35.371,-1.6831,78606435,54248873731
2012/10/29,'000001,上证指数,2058.943,-7.266,-0.3517,53635009,39078111019
2012/10/30,'000001,上证指数,2062.347,3.404,0.1653,60569092,42767334901
2012/10/31,'000001,上证指数,2068.88,6.533,0.3168,59527234,43159088527
2012/11/1,'000001,上证指数,2104.428,35.548,1.7182,82886670,62606643902
2012/11/2,'000001,上证指数,2117.046,12.618,0.5996,76557220,55869885523
2012/11/5,'000001,上证指数,2114.027,-3.019,-0.1426,71538762,53222132005
2012/11/6,'000001,上证指数,2105.999,-8.028,-0.3797,71343850,53697998810
2012/11/7,'000001,上证指数,2105.73,-0.269,-0.0128,59380128,47163781132
2012/11/8,'000001,上证指数,2071.509,-34.221,-1.6251,66594561,49276099893
2012/11/9,'000001,上证指数,2069.067,-2.442,-0.1179,54223460,39065354573
2012/11/12,'000001,上证指数,2079.274,10.207,0.4933,56694855,42083753188
2012/11/13,'000001,上证指数,2047.889,-31.385,-1.5094,61087293,44605159107
2012/11/14,'000001,上证指数,2055.419,7.53,0.3677,48093000,35883690655
2012/11/15,'000001,上证指数,2030.29,-25.129,-1.2226,50556857,37082797748
2012/11/16,'000001,上证指数,2014.725,-15.565,-0.7666,49581680,36821292718
2012/11/19,'000001,上证指数,2016.982,2.257,0.112,45327018,36090720201
2012/11/20,'000001,上证指数,2008.923,-8.059,-0.3996,42580635,33372963548
2012/11/21,'000001,上证指数,2030.319,21.396,1.065,53282021,39658621481
2012/11/22,'000001,上证指数,2015.611,-14.708,-0.7244,45577847,33727413953
2012/11/23,'000001,上证指数,2027.384,11.773,0.5841,51551469,38278378090
2012/11/26,'000001,上证指数,2017.464,-9.92,-0.4893,44779551,33110722038
2012/11/27,'000001,上证指数,1991.165,-26.299,-1.3036,56627422,39089182618
2012/11/28,'000001,上证指数,1973.523,-17.642,-0.886,50505587,34492569662
2012/11/29,'000001,上证指数,1963.488,-10.035,-0.5085,49540088,33179657979
2012/11/30,'000001,上证指数,1980.117,16.629,0.8469,56893416,37739106755
2012/12/3,'000001,上证指数,1959.767,-20.35,-1.0277,61653375,43027553647
2012/12/4,'000001,上证指数,1975.143,15.376,0.7846,62378123,43054547446
2012/12/5,'000001,上证指数,2031.907,56.764,2.8739,119973040,85475970222
2012/12/6,'000001,上证指数,2029.237,-2.67,-0.1314,81459219,58452526304
2012/12/7,'000001,上证指数,2061.786,32.549,1.604,115157289,82158975512
2012/12/10,'000001,上证指数,2083.77,21.984,1.0663,115383226,81469437287
2012/12/11,'000001,上证指数,2074.704,-9.066,-0.4351,93370830,67930370635
2012/12/12,'000001,上证指数,2082.726,8.022,0.3867,78559142,57115139819
2012/12/13,'000001,上证指数,2061.476,-21.25,-1.0203,72272324,52179639438
2012/12/14,'000001,上证指数,2150.625,89.149,4.3245,160873812,1.18E+11
2012/12/17,'000001,上证指数,2160.342,9.717,0.4518,144242218,1.11E+11
2012/12/18,'000001,上证指数,2162.464,2.122,0.0982,126099467,99028894174
2012/12/19,'000001,上证指数,2162.239,-0.225,-0.0104,94391522,75813180710
2012/12/20,'000001,上证指数,2168.353,6.114,0.2828,99384183,80073490883
2012/12/21,'000001,上证指数,2153.31,-15.043,-0.6938,103372872,84574353484
2012/12/24,'000001,上证指数,2159.053,5.743,0.2667,78469664,67970651968
2012/12/25,'000001,上证指数,2213.611,54.558,2.5269,143327708,1.15E+11
2012/12/26,'000001,上证指数,2219.132,5.521,0.2494,121858630,97153766055
2012/12/27,'000001,上证指数,2205.897,-13.235,-0.5964,129023501,1.00E+11
2012/12/28,'000001,上证指数,2233.252,27.355,1.2401,115924934,91970152857
2012/12/31,'000001,上证指数,2269.128,35.876,1.6064,128031402,1.06E+11
2013/1/4,'000001,上证指数,2276.992,7.864,0.3466,139469931,1.15E+11
2013/1/7,'000001,上证指数,2285.364,8.372,0.3677,118162813,96872865891
2013/1/8,'000001,上证指数,2276.07,-9.294,-0.4067,122907877,1.06E+11
2013/1/9,'000001,上证指数,2275.34,-0.73,-0.0321,122014924,1.03E+11
2013/1/10,'000001,上证指数,2283.658,8.318,0.3656,120066676,98236402918
2013/1/11,'000001,上证指数,2242.997,-40.661,-1.7805,125068275,1.02E+11
2013/1/14,'000001,上证指数,2311.74,68.743,3.0648,144749889,1.24E+11
2013/1/15,'000001,上证指数,2325.682,13.942,0.6031,165645981,1.41E+11
2013/1/16,'000001,上证指数,2309.499,-16.183,-0.6958,153511167,1.33E+11
2013/1/17,'000001,上证指数,2284.909,-24.59,-1.0647,119101835,1.03E+11
2013/1/18,'000001,上证指数,2317.07,32.161,1.4075,125438026,1.05E+11
2013/1/21,'000001,上证指数,2328.221,11.151,0.4813,134680458,1.13E+11
2013/1/22,'000001,上证指数,2315.139,-13.082,-0.5619,149466584,1.23E+11
2013/1/23,'000001,上证指数,2320.911,5.772,0.2493,118179722,96956218661
2013/1/24,'000001,上证指数,2302.598,-18.313,-0.789,161031674,1.36E+11
2013/1/25,'000001,上证指数,2291.304,-11.294,-0.4905,92605741,80267388572
2013/1/28,'000001,上证指数,2346.505,55.201,2.4092,128383760,1.17E+11
2013/1/29,'000001,上证指数,2358.977,12.472,0.5315,141853934,1.25E+11
2013/1/30,'000001,上证指数,2382.475,23.498,0.9961,149878907,1.25E+11
2013/1/31,'000001,上证指数,2385.422,2.947,0.1237,139707892,1.16E+11
2013/2/1,'000001,上证指数,2419.02,33.598,1.4085,140818172,1.26E+11
2013/2/4,'000001,上证指数,2428.154,9.134,0.3776,167551402,1.53E+11
2013/2/5,'000001,上证指数,2433.13,4.976,0.2049,150754505,1.27E+11
2013/2/6,'000001,上证指数,2434.477,1.347,0.0554,116579966,1.05E+11
2013/2/7,'000001,上证指数,2418.53,-15.947,-0.655,120008634,1.09E+11
2013/2/8,'000001,上证指数,2432.402,13.872,0.5736,109070386,98965224617
2013/2/18,'000001,上证指数,2421.558,-10.844,-0.4458,116174994,1.04E+11
2013/2/19,'000001,上证指数,2382.914,-38.644,-1.5958,123473334,1.06E+11
2013/2/20,'000001,上证指数,2397.178,14.264,0.5986,110280577,97222298954
2013/2/21,'000001,上证指数,2325.951,-71.227,-2.9713,144059478,1.27E+11
2013/2/22,'000001,上证指数,2314.164,-11.787,-0.5068,96981828,87579820983
2013/2/25,'000001,上证指数,2325.819,11.655,0.5036,88367374,77642340941
2013/2/26,'000001,上证指数,2293.341,-32.478,-1.3964,117638667,1.06E+11
2013/2/27,'000001,上证指数,2313.22,19.879,0.8668,97824887,88262924234
2013/2/28,'000001,上证指数,2365.593,52.373,2.2641,126950494,1.16E+11
2013/3/1,'000001,上证指数,2359.506,-6.087,-0.2573,120312752,1.12E+11
2013/3/4,'000001,上证指数,2273.404,-86.102,-3.6492,161750025,1.43E+11
2013/3/5,'000001,上证指数,2326.306,52.902,2.327,131136598,1.17E+11
2013/3/6,'000001,上证指数,2347.179,20.873,0.8973,141333692,1.25E+11
2013/3/7,'000001,上证指数,2324.293,-22.886,-0.975,139756348,1.26E+11
2013/3/8,'000001,上证指数,2318.611,-5.682,-0.2445,98794148,88438607018
2013/3/11,'000001,上证指数,2310.593,-8.018,-0.3458,84111903,73919947382
2013/3/12,'000001,上证指数,2286.605,-23.988,-1.0382,117664456,1.01E+11
2013/3/13,'000001,上证指数,2263.968,-22.637,-0.99,90972788,77688955841
2013/3/14,'000001,上证指数,2270.277,6.309,0.2787,80294086,69218592825
2013/3/15,'000001,上证指数,2278.401,8.124,0.3578,116477813,1.02E+11
2013/3/18,'000001,上证指数,2240.016,-38.385,-1.6847,93122772,81486175707
2013/3/19,'000001,上证指数,2257.434,17.418,0.7776,87582105,75512072273
2013/3/20,'000001,上证指数,2317.374,59.94,2.6552,131241284,1.14E+11
2013/3/21,'000001,上证指数,2324.242,6.868,0.2964,119200910,1.05E+11
2013/3/22,'000001,上证指数,2328.278,4.036,0.1736,101167299,85951321520
2013/3/25,'000001,上证指数,2326.715,-1.563,-0.0671,97031526,85418622369
2013/3/26,'000001,上证指数,2297.669,-29.046,-1.2484,104449015,91811327564
2013/3/27,'000001,上证指数,2301.259,3.59,0.1562,96331195,85708419365
2013/3/28,'000001,上证指数,2236.302,-64.957,-2.8227,127658698,1.08E+11
2013/3/29,'000001,上证指数,2236.621,0.319,0.0143,85565473,73358185133
2013/4/1,'000001,上证指数,2234.395,-2.226,-0.0995,77411774,66997534038
2013/4/2,'000001,上证指数,2227.74,-6.655,-0.2978,89714323,77596667316
2013/4/3,'000001,上证指数,2225.295,-2.445,-0.1098,81795267,68801356871
2013/4/8,'000001,上证指数,2211.592,-13.703,-0.6158,86257470,73666169988
2013/4/9,'000001,上证指数,2225.775,14.183,0.6413,82896544,73135035445
2013/4/10,'000001,上证指数,2226.126,0.351,0.0158,80619621,71090219578
2013/4/11,'000001,上证指数,2219.553,-6.573,-0.2953,73632704,62132700158
2013/4/12,'000001,上证指数,2206.78,-12.773,-0.5755,66846340,56196878022
2013/4/15,'000001,上证指数,2181.942,-24.838,-1.1255,71632323,58162177672
2013/4/16,'000001,上证指数,2194.846,12.904,0.5914,79992178,66955845024
2013/4/17,'000001,上证指数,2193.796,-1.05,-0.0478,68314181,59986556162
2013/4/18,'000001,上证指数,2197.602,3.806,0.1735,71616927,61888122713
2013/4/19,'000001,上证指数,2244.643,47.041,2.1406,109660556,95383012019
2013/4/22,'000001,上证指数,2242.169,-2.474,-0.1102,95233730,82244998209
2013/4/23,'000001,上证指数,2184.538,-57.631,-2.5703,96541315,82217516673
2013/4/24,'000001,上证指数,2218.318,33.78,1.5463,91600261,78977211750
2013/4/25,'000001,上证指数,2199.307,-19.011,-0.857,96704188,84483236302
2013/4/26,'000001,上证指数,2177.912,-21.395,-0.9728,76673970,65251506871
2013/5/2,'000001,上证指数,2174.123,-3.789,-0.174,68337936,59877609929
2013/5/3,'000001,上证指数,2205.497,31.374,1.4431,88583464,78315703425
2013/5/6,'000001,上证指数,2231.166,25.669,1.1639,92268146,81625607393
2013/5/7,'000001,上证指数,2235.575,4.409,0.1976,86452356,79040924815
2013/5/8,'000001,上证指数,2246.3,10.725,0.4797,90371933,81390848352
2013/5/9,'000001,上证指数,2232.971,-13.329,-0.5934,98531637,91165292599
2013/5/10,'000001,上证指数,2246.831,13.86,0.6207,90335476,81280141888
2013/5/13,'000001,上证指数,2241.92,-4.911,-0.2186,86211224,79191481239
2013/5/14,'000001,上证指数,2217.01,-24.91,-1.1111,83244975,75660470722
2013/5/15,'000001,上证指数,2224.797,7.787,0.3512,71722893,66658263971
2013/5/16,'000001,上证指数,2251.806,27.009,1.214,110284376,1.02E+11
2013/5/17,'000001,上证指数,2282.87,31.064,1.3795,126126006,1.11E+11
2013/5/20,'000001,上证指数,2299.986,17.116,0.7498,139150514,1.29E+11
2013/5/21,'000001,上证指数,2305.114,5.128,0.223,124173176,1.13E+11
2013/5/22,'000001,上证指数,2302.403,-2.711,-0.1176,128360026,1.15E+11
2013/5/23,'000001,上证指数,2275.667,-26.736,-1.1612,124019844,1.11E+11
2013/5/24,'000001,上证指数,2288.533,12.866,0.5654,101441213,92021526802
2013/5/27,'000001,上证指数,2293.077,4.544,0.1986,107325061,99920157617
2013/5/28,'000001,上证指数,2321.318,28.241,1.2316,132632995,1.20E+11
2013/5/29,'000001,上证指数,2324.017,2.699,0.1163,125250729,1.14E+11
2013/5/30,'000001,上证指数,2317.749,-6.268,-0.2697,111913032,1.04E+11
2013/5/31,'000001,上证指数,2300.595,-17.154,-0.7401,108162554,1.01E+11
2013/6/3,'000001,上证指数,2299.252,-1.343,-0.0584,96882814,91648607743
2013/6/4,'000001,上证指数,2272.416,-26.836,-1.1672,101895818,92377181551
2013/6/5,'000001,上证指数,2270.931,-1.485,-0.0653,76483303,71142676053
2013/6/6,'000001,上证指数,2242.11,-28.821,-1.2691,81538694,75261584761
2013/6/7,'000001,上证指数,2210.898,-31.212,-1.3921,89978077,81058352191
2013/6/13,'000001,上证指数,2148.355,-62.543,-2.8289,94371094,79714527238
2013/6/14,'000001,上证指数,2162.041,13.686,0.637,77857472,68747761906
2013/6/17,'000001,上证指数,2156.215,-5.826,-0.2695,75757790,68440143896
2013/6/18,'000001,上证指数,2159.291,3.076,0.1427,69632271,63582678086
2013/6/19,'000001,上证指数,2143.454,-15.837,-0.7334,75425016,67080569348
2013/6/20,'000001,上证指数,2084.021,-59.433,-2.7728,77787930,68164538356
2013/6/21,'000001,上证指数,2073.095,-10.926,-0.5243,79673224,67440066220
2013/6/24,'000001,上证指数,1963.235,-109.86,-5.2993,109198215,87969841712
2013/6/25,'000001,上证指数,1959.508,-3.727,-0.1898,138158516,1.05E+11
2013/6/26,'000001,上证指数,1951.495,-8.013,-0.4089,101192527,80892689202
2013/6/27,'000001,上证指数,1950.013,-1.482,-0.0759,105813318,84260408505
2013/6/28,'000001,上证指数,1979.206,29.193,1.4971,100737968,77513874673
2013/7/1,'000001,上证指数,1995.242,16.036,0.8102,78051393,62711812201
2013/7/2,'000001,上证指数,2006.56,11.318,0.5672,86415418,73980843793
2013/7/3,'000001,上证指数,1994.268,-12.292,-0.6126,93466471,76682437035
2013/7/4,'000001,上证指数,2006.098,11.83,0.5932,100394183,82685489823
2013/7/5,'000001,上证指数,2007.199,1.101,0.0549,91345222,75137508120
